,action_num_val,action_verbose
3944,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3945,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3946,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3947,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3948,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3949,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3950,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3951,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3952,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3953,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3954,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3955,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3956,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3957,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3958,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3959,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3960,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3961,58,"Exploit: target=(3, 4), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3962,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3963,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3964,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3965,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3966,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3967,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3968,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3969,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3970,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3971,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3972,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3973,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3974,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3975,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3976,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3977,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3978,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3979,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3980,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3981,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3982,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3983,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3984,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3985,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3986,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3987,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3988,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3989,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3990,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3991,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3992,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3993,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3994,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3995,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3996,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3997,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3998,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3999,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4000,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4001,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4002,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4003,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4004,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4005,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4006,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4007,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4008,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4009,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4010,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4011,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4012,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4013,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4014,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4015,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4016,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4017,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
4018,67,"Exploit: target=(4, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
4019,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4020,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4021,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4022,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4023,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4024,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4025,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4026,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4027,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
4028,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4029,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4030,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4031,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4032,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4033,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4034,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4035,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4036,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4037,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4038,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4039,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4040,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4041,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4042,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4043,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4044,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4045,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4046,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4047,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4048,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4049,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4050,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4051,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4052,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4053,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4054,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4055,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4056,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4057,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4058,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4059,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4060,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4061,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
4062,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4063,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4064,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4065,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4066,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4067,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4068,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4069,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4070,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4071,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4072,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4073,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4074,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4075,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4076,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4077,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4078,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4079,42,"Exploit: target=(3, 2), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4080,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4081,69,"Exploit: target=(4, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4082,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4083,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4084,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4085,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
4086,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4087,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4088,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4089,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4090,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4091,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4092,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4093,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4094,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4095,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4096,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4097,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4098,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4099,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4100,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4101,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4102,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4103,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4104,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4105,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4106,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4107,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4108,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4109,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4110,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4111,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4112,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4113,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4114,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4115,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4116,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4117,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4118,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4119,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
4120,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4121,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4122,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4123,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4124,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4125,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4126,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4127,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4128,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4129,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
4130,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4131,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4132,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4133,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4134,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
4135,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4136,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
4137,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
4138,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
4139,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4140,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4141,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4142,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
4143,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
4144,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
4145,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4146,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4147,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4148,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4149,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
4150,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
4151,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
4152,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
